text,ticker,net_score,label
"Bloom Energy to Gain From AI Power Demand, Brookfield Deal, New Grid Rules, UBS Says",AEP,0.0,2
What to Expect From Exelon's Q2 2026 Earnings Report,EXC,1.0,1
"Exelon, FirstEnergy utilities’ RTO adder targeted by Maryland in FERC complaint",EXC,0.0,0
ComEd’s Massive Storm Response Might Change The Case For Investing In Exelon (EXC),EXC,0.0,1
Does Constellation Energy Stock Add A Different Kind of Risk?,EXC,-1.0,0
The Homebody Portfolio: How Much Does Retirement Cost When You Never Leave Chicago?,EXC,0.0,1
Does Constellation Energy Stock's Surge Broaden Your Portfolio Or Just Amplify It?,EXC,1.0,1
Exelon Stock: Is EXC Underperforming the Utilities Sector?,EXC,0.0,0
Is Constellation Energy An Undervalued Stock Or A Value Trap?,EXC,0.0,0
Is Exelon’s Bigger 2026–2029 Grid Spend and Q1 Beat Altering The Investment Case For Exelon (EXC)?,EXC,1.0,1
A Look At Exelon (EXC) Valuation After Recent Share Price Swings,EXC,0.0,1
Sector Update: Energy Stocks Advance Late Afternoon,SRE,0.0,2
Sempra (SRE) Reaches Rooftop Solar Milestone As One In Four SDG&E Customers Generate Power,SRE,0.0,2
"First U.S. LNG Ships To Asia From Mexico, Avoiding Hormuz Tensions",SRE,0.0,2
Sempra (SRE) Ships First ECA LNG Cargo As Undervalued Narrative Gains Attention,SRE,1.0,2
Should ECA Phase 1’s First LNG Cargo Shape Sempra’s (SRE) LNG-Led Cash Flow Story?,SRE,0.0,1
"Exchange-Traded Funds Higher, Equity Futures Mixed Pre-Bell Thursday as Chip Stocks Rebound Despite US-Iran Tensions",SRE,0.0,1
"Market Chatter: US, Qatar Warn EU Methane Rules Could Trigger Gas Supply Shortages",SRE,0.0,0
AES Corporation Stock: Is AES Outperforming the Utilities Sector?,SRE,0.0,1
"Stocks Set to Open Sharply Higher as Oil Sinks on U.S.-Iran Deal, Fed Meeting Awaited",SRE,0.0,2
Sempra (SRE) Subsidiary Places Louisiana Connector Project in Service,SRE,0.0,1
Chief Investment Strategist: “We Are Spending Almost 3% of GDP on AI” as Stocks Tune Out Global Conflict on “Astronomical Investment”,PEG,0.0,1
"Palantir, Chevron upgraded: Wall Street's top analyst calls",PEG,1.0,2
Vistra or Public Service Enterprise: Which Utility Stock Stands Out?,PEG,0.0,1
Morgan Stanley Lifts Price Target on Public Service Enterprise Group (PEG),PEG,0.0,2
GEV vs. PEG: Which Grid Modernization Leader Is the Smarter Buy Now?,PEG,1.0,1
PEG Benefits From Stable Utility Operations and Strategic Investments,PEG,0.0,2
Is CMS Energy Stock Underperforming the Dow?,PEG,0.0,0
How Investors Are Reacting To Public Service Enterprise Group (PEG) $500 Million 4.800% Senior Notes Offering,PEG,0.0,1
PSEG Long Island Grid Upgrades Support Reliability And Investor Valuation Outlook,PEG,1.0,2
A Look At Public Service Enterprise Group (PEG) Valuation As Grid Investment Plans Draw Attention,PEG,0.0,1
Heat-Driven Grid Strain And New Board Expertise Might Change The Case For Investing In Consolidated Edison (ED),ED,0.0,1
Con Edison (ED) Stock Looks Fairly Valued At Current Levels,ED,0.0,1
Sweltering Heat Dome Threatens US Holiday Events and Power Grids,ED,0.0,0
Argus Cuts Price Target on Consolidated Edison (ED). Here is Why,ED,0.0,0
1 Cash-Rich Utility Retirees Can Count On to Protect Their Future Financial Plans,ED,0.0,2
Sector Update: Energy Stocks Decline Late Afternoon,ED,-1.0,0
Mizuho Cuts Consolidated Edison (ED) to Neutral on Growth and Valuation Concerns,ED,1.0,0
Buy 4 Low-Beta Defensive Stocks as Fed Keeps Interest Rates Unchanged,ED,1.0,2
Expanding Customer Base and Investments Support LNT's Growth,ED,1.0,2
AES Boosts Growth Through Renewable Energy and LNG Investments,ED,1.0,2
Is WEC Energy Stock Underperforming the Nasdaq?,WEC,0.0,0
"Is WEC Energy Group, Inc. (WEC) A Good Stock To Buy Now?",WEC,1.0,1
Brookfield Renewable Corp vs. WEC Energy Group: Which Utilities Stock Is a Better Buy in 2026?,WEC,1.0,1
Assessing WEC Energy Group (WEC) Valuation After Fortune 500 Climb On 14% Revenue Growth,WEC,1.0,1
This year's Fortune 500 has 8 Wisconsin companies,WEC,0.0,1
"WEC Energy Group (WEC) Offers a Compelling Investment Case, Here is Why",WEC,0.0,2
WEC Energy (WEC) Down 3.4% Since Last Earnings Report: Can It Rebound?,WEC,1.0,0
What Makes WEC Energy Group (WEC) a Defensive Play?,WEC,0.0,1
Is WEC Energy Group (WEC) Fairly Priced After Recent Dividend Stability Focus?,WEC,1.0,1
CDL’s $2.29 annual dividend beats Treasury yields despite rising interest rates,WEC,1.0,2
Weekly Wrap: Bitcoin Has A Winning Week,JPM,0.0,1
Q2 Earnings Season Arrives: Can Results Match Upbeat Expectations?,JPM,1.0,1
Meta Leads Again as Markets Look Forward to Earnings: Stock Market Today,JPM,1.0,1
JPMorgan Tests AI Agents Against 60/40,JPM,0.0,1
JPMorgan AI Tops 60/40 Portfolio by 0.7% in Two-Decade Backtest,JPM,0.0,2
"JPMorgan’s AI Portfolio Bet Echoes Jack Dorsey’s Vision, But With a Big Warning",JPM,-1.0,1
Sector Update: Financial Stocks Rise Friday Afternoon,JPM,0.0,2
Bank Earnings to Get Wall Street Boost. Can Main Street Keep Up?,JPM,1.0,1
Fundstrat’s Tom Lee: July will be stronger for stocks as valuations become more reasonable,JPM,0.0,2
Pre-Markets Muted as Wall Street Heading for a Winning Week,JPM,0.0,1
Weekly Wrap: Bitcoin Has A Winning Week,GS,0.0,1
Meta Leads Again as Markets Look Forward to Earnings: Stock Market Today,GS,1.0,1
Goldman Sachs Physical Gold ETF vs VanEck Gold Miners ETF. Is Bullion or Miners the Better Way to Invest in Gold in 2026?,GS,0.0,1
Bank Earnings to Get Wall Street Boost. Can Main Street Keep Up?,GS,1.0,1
SK Hynix Listing Closes Gap With Micron. The Korean Stock Is Still the Better Bet.,GS,0.0,2
Fundstrat’s Tom Lee: July will be stronger for stocks as valuations become more reasonable,GS,0.0,2
Ex-Banker With ‘Boring’ AI Startup Pleads Guilty in Insider Case,GS,0.0,0
Pre-Markets Muted as Wall Street Heading for a Winning Week,GS,0.0,1
Pre-Markets Flat to Close Out Trading Week,GS,0.0,1
Stock Market Leadership Comes Into Focus With IBD Breakout Stocks Index,GS,1.0,1
Q2 Earnings Season Arrives: Can Results Match Upbeat Expectations?,BAC,1.0,1
It’s SK Hynix Stock’s Big Day. Just Look at Micron Shares.,BAC,0.0,2
Meta Leads Again as Markets Look Forward to Earnings: Stock Market Today,BAC,1.0,1
Bank of America argues Amazon retail rival is major AI winner,BAC,0.0,2
Bank Earnings to Get Wall Street Boost. Can Main Street Keep Up?,BAC,1.0,1
BofA Consumer Chief: Spending Jumps 6.3% With Wage Growth Across “All Income Groups”,BAC,1.0,2
Bank of America's new META stock outlook cuts to the chase,BAC,1.0,1
How To Earn $500 A Month From Bank of America Stock Ahead Of Q2 Earnings,BAC,1.0,1
"U.S. Futures Drift as Investors Await Earnings Season and Inflation Data: Dow Jones, S&P, Nasdaq",BAC,1.0,1
Earnings Calendar and Analysis for This Week (July 13-17),BAC,1.0,1
Delta Earnings Just Grounded the Airline Stocks Rally. It’s a ‘Buying Opportunity.’,MS,1.0,1
Pre-Markets Muted as Wall Street Heading for a Winning Week,MS,0.0,1
TeraWulf Eyes $3.5B Debt Raise for Anthropic AI Data Center Buildout,MS,-1.0,1
Pre-Markets Flat to Close Out Trading Week,MS,0.0,1
Morgan Stanley more than doubles Lenovo price target on AI-driven growth,MS,1.0,2
Goldman Q2 Earnings on the Deck: What's in Store for the Stock?,MS,1.0,1
Seeking Clues to Morgan Stanley (MS) Q2 Earnings? A Peek Into Wall Street Projections for Key Metrics,MS,1.0,1
Morgan Stanley (MS) Is a Trending Stock: Facts to Know Before Betting on It,MS,0.0,1
1 Mega-Cap Stock on Our Buy List and 2 We Find Risky,MS,1.0,1
Bank Earnings Look Strong Ahead of Q2: ETFs in Focus,MS,1.0,2
Seplat Energy (LSE:SEPL) Stock Fair Value Rises After Analysts Lift Targets,C,0.0,2
Q2 Earnings Season Arrives: Can Results Match Upbeat Expectations?,C,1.0,1
Meta Leads Again as Markets Look Forward to Earnings: Stock Market Today,C,1.0,1
Citi Taps Former Merrill Lynch Executive to Lead Northeast Wealth Business,C,0.0,1
Bank Earnings to Get Wall Street Boost. Can Main Street Keep Up?,C,1.0,1
Fundstrat’s Tom Lee: July will be stronger for stocks as valuations become more reasonable,C,0.0,2
Financial Services Roundup: Market Talk,C,0.0,1
Pre-Markets Muted as Wall Street Heading for a Winning Week,C,0.0,1
Pre-Markets Flat to Close Out Trading Week,C,0.0,1
"U.S. Futures Drift as Investors Await Earnings Season and Inflation Data: Dow Jones, S&P, Nasdaq",C,1.0,1
Has Meta ever had a stock split? What sets this ‘Mag 7’ stock apart,AAPL,0.0,1
"Apple accuses OpenAI, and former design star Jony Ive’s io Products firm, of stealing hardware trade secrets in blockbuster lawsuit",AAPL,-1.0,0
Has Meta ever had a stock split? What sets this ‘Mag 7’ stock apart,MSFT,0.0,1
Has Meta ever had a stock split? What sets this ‘Mag 7’ stock apart,GOOGL,0.0,1
Has Meta ever had a stock split? What sets this ‘Mag 7’ stock apart,META,0.0,1
Has Meta ever had a stock split? What sets this ‘Mag 7’ stock apart,NVDA,0.0,1
Palantir CEO: “Something Has Gone Completely Wrong” With OpenAI and Anthropic,NVDA,0.0,0
Why WD-40 Stock Popped Today,NVDA,0.0,2
IBM (IBM) Launches Lightwell And Expands Bob For Enterprise Security And Modernization,IBM,0.0,2
Has Meta ever had a stock split? What sets this ‘Mag 7’ stock apart,AMZN,0.0,1
Has Meta ever had a stock split? What sets this ‘Mag 7’ stock apart,TSLA,0.0,1
Boeing unveils new 737 MAX production line as aviation giant charts comeback,BA,0.0,2
"Are You on Track? How Much Retirement Savings You Need at 50, 55, 60 and 65",JPM,0.0,1
